iter	Logloss
346	0.2480740924
347	0.2480557447
348	0.2480377608
349	0.2480230177
350	0.2480132951
351	0.2479832397
352	0.24797258
353	0.2479616347
354	0.2479432849
355	0.2479138666
356	0.2478871732
357	0.2478656956
358	0.2478406443
359	0.2477873933
360	0.2477781352
361	0.2477606321
362	0.2477412712
363	0.2477320563
364	0.2477228249
365	0.2477080037
366	0.2476994957
367	0.2476848184
368	0.247674354
369	0.2476614132
370	0.2476447383
371	0.2476290643
372	0.2476187129
373	0.2476071757
374	0.2475846747
375	0.2475782464
376	0.2475522025
377	0.2475332835
378	0.2475194467
379	0.2475085568
380	0.2474992432
381	0.2474848269
382	0.2474596379
383	0.2474512943
384	0.2474340871
385	0.2474251496
386	0.2474166642
387	0.2474038632
388	0.247392326
389	0.247377252
390	0.2473638448
391	0.247350382
392	0.2473381481
393	0.2473250902
394	0.2473145394
395	0.2472976693
396	0.2472751149
397	0.2472641244
398	0.2472518186
399	0.2472377311
400	0.2472239415
401	0.2472123797
402	0.2472002465
403	0.2471889889
404	0.247179815
405	0.2471735943
406	0.2471624743
407	0.2471148336
408	0.2471074497
409	0.2470982697
410	0.2470861633
411	0.2470498049
412	0.2470374519
413	0.2470016258
414	0.2469849098
415	0.2469624684
416	0.2469483994
417	0.2469171027
418	0.2469055429
419	0.2468930686
420	0.2468866671
421	0.2468611204
422	0.2468487674
423	0.2468390839
424	0.2468063384
425	0.246794719
426	0.2467837942
427	0.2467676639
428	0.2467442834
429	0.246735872
430	0.2467245999
431	0.2467139649
432	0.2466919653
433	0.2466717927
434	0.2466630032
435	0.2466549678
436	0.2466452679
437	0.2466343452
438	0.2466140226
439	0.2465960756
440	0.2465855783
441	0.2465684
442	0.2465568052
443	0.2465425677
444	0.2465357716
445	0.2465263778
446	0.2465032192
447	0.2464905784
448	0.2464727445
449	0.2464592242
450	0.2464492879
451	0.2464355354
452	0.2464261252
453	0.2464155005
454	0.2464017438
455	0.2463907882
456	0.2463831105
457	0.2463732235
458	0.2463656999
459	0.2463568343
460	0.2463357616
461	0.2463275844
462	0.2463194813
463	0.2462993806
464	0.2462775989
465	0.2462638689
466	0.2462538813
467	0.2462426668
468	0.2462339594
469	0.2462246417
470	0.246210807
471	0.2462032443
472	0.2461937314
473	0.2461875004
474	0.246165096
475	0.2461582053
476	0.2461491281
477	0.2461404392
478	0.2461305707
479	0.2461103344
480	0.2461007845
481	0.2460838096
482	0.2460618984
483	0.2460528027
484	0.246043037
485	0.2460328356
486	0.2460176712
487	0.2460046934
488	0.2459888858
489	0.2459769253
490	0.2459551888
491	0.2459446072
492	0.2459270075
493	0.2459131502
494	0.2459049258
495	0.245896537
496	0.2458880351
497	0.2458783516
498	0.2458651519
499	0.2458562658
500	0.2458464569
501	0.2458366336
502	0.2458213932
503	0.2458112309
504	0.245805563
505	0.2457759597
506	0.2457660686
507	0.2457566338
508	0.2457445314
509	0.2457204521
510	0.2457121147
511	0.2456955241
512	0.2456867263
513	0.2456767058
514	0.2456688349
515	0.2456591719
516	0.2456482574
517	0.2456382574
518	0.2456304584
519	0.2455968724
520	0.2455839768
521	0.2455765148
522	0.2455644824
523	0.2455502941
524	0.2455354709
525	0.2455266485
526	0.245517937
527	0.2455067965
528	0.2455005367
529	0.2454800661
530	0.2454698935
531	0.2454572446
532	0.2454482104
533	0.2454382372
534	0.2454274871
535	0.2454079084
536	0.2453990552
537	0.2453824604
538	0.2453718912
539	0.2453510219
540	0.245338077
541	0.2453305904
542	0.2453039258
543	0.245290796
544	0.2452823476
545	0.2452735909
546	0.2452609029
547	0.245252027
548	0.2452444746
549	0.245236503
550	0.2452306892
551	0.2452234286
552	0.2452142096
553	0.2452094459
554	0.2451937862
555	0.2451823354
556	0.2451716757
557	0.2451507037
558	0.2451438706
559	0.2451362586
560	0.2451275142
561	0.2451040864
562	0.2450918238
563	0.2450770067
564	0.2450544769
565	0.245047241
566	0.245034514
567	0.2450216636
568	0.2450133426
569	0.2450042592
570	0.2449961149
571	0.2449867376
572	0.2449692613
573	0.244958914
574	0.2449497422
575	0.2449373892
576	0.2449308746
577	0.2449214521
578	0.2449060185
579	0.2448949108
580	0.2448886469
581	0.2448796478
582	0.244871185
583	0.244858984
584	0.2448499191
585	0.2448439121
586	0.2448366926
587	0.2448245081
588	0.2448087231
589	0.2447981806
590	0.2447727593
591	0.2447505995
592	0.2447395884
593	0.2447321696
594	0.2447222168
595	0.2447126875
596	0.2447053118
597	0.2446958461
598	0.2446853036
599	0.2446756283
600	0.2446654454
601	0.2446552687
602	0.2446485199
603	0.2446377246
604	0.2446313395
605	0.2446222047
606	0.2446152071
607	0.2446031665
608	0.2445954825
609	0.244588709
610	0.2445819355
611	0.244574229
612	0.2445678274
613	0.2445583782
614	0.2445500778
615	0.2445388776
616	0.2445301929
617	0.2445133022
618	0.2445045476
619	0.2444944593
620	0.244476389
621	0.2444662842
622	0.244458216
623	0.2444497902
624	0.2444404047
625	0.2444317651
626	0.2444228749
627	0.2444168576
628	0.2444083702
629	0.244402764
630	0.2443947862
631	0.2443756082
632	0.2443588655
633	0.2443500657
634	0.2443398376
635	0.2443303185
636	0.2443188903
637	0.2443115783
638	0.244306194
639	0.2442979676
640	0.2442910461
641	0.2442829943
642	0.244276825
643	0.2442647637
644	0.2442562105
645	0.2442468456
646	0.244236638
647	0.2442251522
648	0.2442188041
649	0.244203054
650	0.2441938987
651	0.2441846796
652	0.2441750495
653	0.2441663483
654	0.2441583295
655	0.2441486973
656	0.2441338227
657	0.2441258182
658	0.2441187775
659	0.2441016403
660	0.2440873226
661	0.2440793489
662	0.2440669239
663	0.2440562437
664	0.244050358
665	0.2440400806
666	0.2440310341
667	0.24401991
668	0.243985093
669	0.2439780811
670	0.2439719117
671	0.2439618357
672	0.2439549738
673	0.243945017
674	0.2439368193
675	0.2439291703
676	0.2439208288
677	0.243910652
678	0.2439040573
679	0.2438978489
680	0.2438911001
681	0.2438753726
682	0.2438657569
683	0.2438554692
684	0.2438475264
685	0.2438393513
686	0.2438303953
687	0.2438238581
688	0.2438019079
689	0.2437918544
690	0.2437837513
691	0.243766201
692	0.2437586116
693	0.243750716
694	0.2437443535
695	0.2437369573
696	0.2437286979
697	0.2437231205
698	0.2437143206
699	0.2437059709
700	0.2437003914
701	0.2436921444
702	0.2436748283
703	0.2436643289
704	0.2436554264
705	0.2436498283
706	0.2436400565
707	0.2436320109
708	0.2436221136
709	0.2436151428
710	0.2436019595
711	0.2435954203
712	0.2435843085
713	0.2435770541
714	0.2435603094
715	0.2435484783
716	0.2435352087
717	0.2435261212
718	0.2435174899
719	0.2435096004
720	0.2435045347
721	0.2434968487
722	0.2434843292
723	0.2434765918
724	0.2434687867
725	0.2434623954
726	0.2434553136
727	0.2434493683
728	0.2434411007
729	0.2434351184
730	0.2434282298
731	0.2434148677
732	0.2434079709
733	0.2433967091
734	0.2433855233
735	0.2433770996
736	0.2433718263
737	0.2433666208
738	0.2433579525
739	0.2433479936
740	0.2433360824
741	0.2433204125
742	0.2433125415
743	0.2432950179
744	0.2432855276
745	0.2432769004
746	0.2432671737
747	0.2432605276
748	0.2432507085
749	0.2432431849
750	0.2432350262
751	0.2432280575
752	0.2432203551
753	0.2432128253
754	0.2432033062
755	0.2431955914
756	0.2431863169
757	0.2431788796
758	0.2431652092
759	0.2431583268
760	0.2431332631
761	0.2431215965
762	0.2430918822
763	0.2430788201
764	0.2430427392
765	0.2430323899
766	0.2430055403
767	0.2429981729
768	0.242965824
769	0.2429559596
770	0.2429474064
771	0.2429394512
772	0.2429253781
773	0.2429150925
774	0.2429084587
775	0.2429019318
776	0.2428952199
777	0.24289
778	0.2428814201
779	0.2428745993
780	0.2428643198
781	0.2428555385
782	0.2428463914
783	0.2428366215
784	0.2428270901
785	0.2428181958
786	0.2428117079
787	0.2428041021
788	0.2427973861
789	0.2427880869
790	0.2427806578
791	0.2427712476
792	0.2427664963
793	0.2427610873
794	0.2427545707
795	0.2427458264
796	0.2427393858
797	0.2427333891
798	0.2427181836
799	0.2427093447
800	0.2427022383
801	0.2426974952
802	0.2426901729
803	0.2426846612
804	0.2426744824
805	0.2426652511
806	0.2426564697
807	0.2426427583
808	0.2426366999
809	0.2426282248
810	0.2426221459
811	0.2426139811
812	0.2426059334
813	0.2425953621
814	0.242582818
815	0.2425732598
816	0.2425650375
817	0.2425573083
818	0.2425478571
819	0.2425426742
820	0.2425357815
821	0.2425264144
822	0.2425208082
823	0.2425132373
824	0.2425059295
825	0.2424968255
826	0.2424876516
827	0.2424799225
828	0.2424744252
829	0.2424634018
830	0.242456729
831	0.2424497417
832	0.2424420249
833	0.2424336217
834	0.2424258988
835	0.2424194479
836	0.2424090266
837	0.2424000665
838	0.242389115
839	0.2423810427
840	0.2423724442
841	0.2423672223
842	0.2423612153
843	0.2423516079
844	0.2423334143
845	0.2423270127
846	0.2423167127
847	0.2423058147
848	0.242298513
849	0.2422905907
850	0.2422839138
851	0.2422750749
852	0.2422694214
853	0.2422637329
854	0.2422522944
855	0.2422458106
856	0.2422370458
857	0.2422284905
858	0.2422219101
859	0.242214366
860	0.24220698
861	0.2422012834
862	0.2421916985
863	0.2421836097
864	0.2421748202
865	0.2421673233
866	0.2421557347
867	0.242140258
868	0.2421276398
869	0.2421206341
870	0.2421072946
871	0.2421017808
872	0.242096489
873	0.2420884249
874	0.2420760534
875	0.2420640292
876	0.2420572104
877	0.2420478496
878	0.2420405541
879	0.2420356753
880	0.2420245964
881	0.2420158788
882	0.2420065447
883	0.241995513
884	0.2419847054
885	0.2419770215
886	0.2419685258
887	0.2419614584
888	0.241954315
889	0.2419456097
890	0.2419369825
891	0.2419260248
892	0.2419172764
893	0.2419125292
894	0.2419044856
895	0.2418954351
896	0.2418872374
897	0.2418773011
898	0.2418644035
899	0.2418587376
900	0.2418436575
901	0.2418390767
902	0.2418324286
903	0.241820877
904	0.2418136925
905	0.2418034685
906	0.2417913847
907	0.2417821636
908	0.2417755627
909	0.2417701701
910	0.2417604599
911	0.2417494221
912	0.2417410046
913	0.2417339968
914	0.241724527
915	0.2417142783
916	0.2417063745
917	0.2416998517
918	0.241693296
919	0.2416718616
920	0.2416552381
921	0.2416445271
922	0.241636202
923	0.2416282139
924	0.2416198272
925	0.2416130989
926	0.2416051026
927	0.2415979879
928	0.2415879818
929	0.2415804458
930	0.2415686785
931	0.2415618083
932	0.241552542
933	0.2415439189
934	0.2415342334
935	0.2415251212
936	0.2415175585
937	0.2415100164
938	0.2415030846
939	0.2414955898
940	0.241488695
941	0.24148127
942	0.2414685101
943	0.2414613214
944	0.2414537588
945	0.2414437341
946	0.2414357399
947	0.2414284629
948	0.2414227313
949	0.2414151357
950	0.2414077909
951	0.2414011633
952	0.241394696
953	0.241388428
954	0.2413806701
955	0.2413753351
956	0.2413634979
957	0.2413559332
958	0.2413483417
959	0.2413414552
960	0.2413351564
961	0.2413281075
962	0.2413193755
963	0.2413141104
964	0.2413048297
965	0.2412968416
966	0.2412897413
967	0.2412836522
968	0.2412784138
969	0.2412493407
970	0.2412417615
971	0.2412334837
972	0.2412262827
973	0.2412198504
974	0.2412114965
975	0.2412034981
976	0.2411954073
977	0.2411864719
978	0.241179647
979	0.2411730173
980	0.2411651669
981	0.2411594929
982	0.2411504875
983	0.241143451
984	0.2411344662
985	0.2411248443
986	0.2411145011
987	0.2410904999
988	0.2410818029
989	0.2410750828
990	0.2410680627
991	0.2410596615
992	0.241050539
993	0.2410367351
994	0.2410292793
995	0.2410203048
996	0.241010274
997	0.2410050438
998	0.240998408
999	0.2409900706
